gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
002558,000003,06/30/1976,02/28/1994,S&P 500 Comp-Ltd,I0003,CNA FINANCIAL CORP,CNA
003459,000003,06/30/1976,05/09/1995,S&P 500 Comp-Ltd,I0003,CONTINENTAL CORP,CIC.3
004689,000003,06/30/1976,11/30/1995,S&P 500 Comp-Ltd,I0003,FIRST CHICAGO CORP,FNB.
002943,000003,06/30/1976,03/31/1996,S&P 500 Comp-Ltd,I0003,CHASE MANHATTAN CORP  -OLD,CMB.1
004710,000003,06/30/1976,03/31/1996,S&P 500 Comp-Ltd,I0003,FIRST INTERSTATE BNCP,I.1
011649,000003,06/30/1976,11/03/1996,S&P 500 Comp-Ltd,I0003,YRC WORLDWIDE INC,YRCW
003416,000003,06/30/1976,12/02/1996,S&P 500 Comp-Ltd,I0003,CON-WAY INC,CNW
065351,000003,06/30/1976,06/10/1997,S&P 500 Comp-Ltd,I0003,PROVIDIAN CORP,PVN.2
009168,000003,06/30/1976,01/27/1998,S&P 500 Comp-Ltd,I0003,CALIBER SYSTEMS INC,CBB.1
010815,000003,06/30/1976,04/26/1998,S&P 500 Comp-Ltd,I0003,USF&G CORP,FG.1
002024,000003,06/30/1976,09/30/1998,S&P 500 Comp-Ltd,I0003,BANKAMERICA CORP-OLD,BAC.Z.
003066,000003,06/30/1976,10/07/1998,S&P 500 Comp-Ltd,I0003,CITICORP,3614B
002029,000003,06/30/1976,06/03/1999,S&P 500 Comp-Ltd,I0003,BANKERS TRUST CORP,BT.2
002014,000003,06/30/1976,09/30/1999,S&P 500 Comp-Ltd,I0003,BANKBOSTON CORP,BKB.2
007562,000003,06/30/1976,01/01/2001,S&P 500 Comp-Ltd,I0003,MORGAN (J P) & CO,JPM.Z
001465,000003,06/30/1976,08/29/2001,S&P 500 Comp-Ltd,I0003,AMERICAN GENERAL CORP,AGC.1
009380,000003,06/30/1976,04/01/2004,S&P 500 Comp-Ltd,I0003,ST PAUL COS,SPC.2
006241,000003,06/30/1976,04/02/2006,S&P 500 Comp-Ltd,I0003,JEFFERSON-PILOT CORP,JP.1
007238,000003,06/30/1976,07/01/2007,S&P 500 Comp-Ltd,I0003,MELLON FINANCIAL CORP,MEL.3
009351,000003,06/30/1976,09/22/2008,S&P 500 Comp-Ltd,I0003,SAFECO CORP,SAF.3
001663,000003,06/30/1976,11/18/2008,S&P 500 Comp-Ltd,I0003,ANHEUSER-BUSCH COS INC,BUD.2
003024,000003,06/30/1976,01/18/2016,S&P 500 Comp-Ltd,I0003,CHUBB CORP,CB.1
001177,000003,06/30/1976,12/02/2018,S&P 500 Comp-Ltd,I0003,AETNA INC,AET
005871,000003,09/30/1976,07/31/1989,S&P 500 Comp-Ltd,I0003,IDEAL BASIC INDUSTRIES INC,IDL.1
003813,000003,12/31/1976,,S&P 500 Comp-Ltd,I0003,TARGET CORP,TGT
006008,000003,12/31/1976,,S&P 500 Comp-Ltd,I0003,INTEL CORP,INTC
004540,000003,12/31/1976,08/31/1979,S&P 500 Comp-Ltd,I0003,FAIRCHILD CAMERA &INSTRUMENT,FCI.1
011440,000003,12/31/1976,06/30/1993,S&P 500 Comp-Ltd,I0003,WESTMORELAND COAL CO,WLBAQ
007772,000003,12/31/1976,09/25/2011,S&P 500 Comp-Ltd,I0003,NATIONAL SEMICONDUCTOR CORP,NSM.2
003680,000003,03/31/1977,11/30/1979,S&P 500 Comp-Ltd,I0003,CYPRUS MINES CORP,CYM.2
015106,000003,03/31/1977,02/28/1982,S&P 500 Comp-Ltd,I0003,BECKMAN COULTER INC,BEC
002845,000003,03/31/1977,08/18/2009,S&P 500 Comp-Ltd,I0003,CENTEX CORP,CTX.2
002775,000003,06/30/1977,12/31/1984,S&P 500 Comp-Ltd,I0003,CARNATION CO,CMK.2
001308,000003,06/30/1977,06/30/1987,S&P 500 Comp-Ltd,I0003,ALLIS-CHALMERS ENERGY INC,ALY
008585,000003,06/30/1977,12/31/1988,S&P 500 Comp-Ltd,I0003,PILLSBURY CO,5841A
007675,000003,12/31/1977,07/28/1981,S&P 500 Comp-Ltd,I0003,NABISCO INC,NB.3
003030,000003,12/31/1977,02/28/1989,S&P 500 Comp-Ltd,I0003,CHURCH'S FRIED CHICKEN INC,CHU.1
001620,000003,03/31/1978,01/31/1984,S&P 500 Comp-Ltd,I0003,AMSTAR CORP,4072A
005745,000003,06/30/1978,05/31/1981,S&P 500 Comp-Ltd,I0003,HOUSTON OIL & MINERALS CORP,HOI
007276,000003,06/30/1978,11/30/1985,S&P 500 Comp-Ltd,I0003,MESA INC,MXP.
011379,000003,06/30/1978,03/31/1989,S&P 500 Comp-Ltd,I0003,WEST POINT-PEPPERELL,WPM.1
004062,000003,06/30/1978,12/13/2007,S&P 500 Comp-Ltd,I0003,DOW JONES & CO INC,DJ
007457,000003,09/30/1978,11/30/1982,S&P 500 Comp-Ltd,I0003,MISSOURI PACIFIC CORP,MIS.3
002154,000003,09/30/1978,12/04/2014,S&P 500 Comp-Ltd,I0003,BEMIS CO INC,BMS
010519,000003,12/31/1978,,S&P 500 Comp-Ltd,I0003,TEXTRON INC,TXT
007992,000003,12/31/1978,06/30/1985,S&P 500 Comp-Ltd,I0003,NORTHWEST INDUSTRIES,NWT
005378,000003,12/31/1978,10/31/1993,S&P 500 Comp-Ltd,I0003,PARAMOUNT COMMUNICATIONS INC,PCI.3
006765,000003,12/31/1978,02/28/1994,S&P 500 Comp-Ltd,I0003,LITTON INDUSTRIES INC,LIT.1
010443,000003,12/31/1978,11/04/1999,S&P 500 Comp-Ltd,I0003,TENNECO INC,TEN
010405,000003,12/31/1978,07/01/2015,S&P 500 Comp-Ltd,I0003,ALLEGHENY TECHNOLOGIES INC,ATI
009036,000003,03/31/1979,11/30/1979,S&P 500 Comp-Ltd,I0003,RELIANCE ELECTRIC CO  -OLD,REE.1
005718,000003,03/31/1979,02/28/1989,S&P 500 Comp-Ltd,I0003,HCA HOSP CP OF AMER  -CL A,HCA.1
009775,000003,03/31/1979,06/30/1989,S&P 500 Comp-Ltd,I0003,SMITHKLINE BECKMAN CORP,SKB
021375,000003,03/31/1979,09/30/1989,S&P 500 Comp-Ltd,I0003,AMERICAN MEDICAL HOLDINGS,AMI.1
005776,000003,03/31/1979,08/31/1993,S&P 500 Comp-Ltd,I0003,GALEN HEALTH CARE INC,GHC.1
010669,000003,03/31/1979,07/21/1999,S&P 500 Comp-Ltd,I0003,TRANSAMERICA CORP,TA.1
007750,000003,03/31/1979,04/17/2016,S&P 500 Comp-Ltd,I0003,TENET HEALTHCARE CORP,THC
011060,000003,06/30/1979,,S&P 500 Comp-Ltd,I0003,VF CORP,VFC
016476,000003,06/30/1979,08/31/1985,S&P 500 Comp-Ltd,I0003,LEVI STRAUSS & CO,LEVI
005505,000003,06/30/1979,05/29/1995,S&P 500 Comp-Ltd,I0003,HARTMARX CORP,HTMXQ
010039,000003,09/30/1979,03/31/1985,S&P 500 Comp-Ltd,I0003,STAUFFER CHEMICAL CO,STF.
009705,000003,09/30/1979,08/31/1985,S&P 500 Comp-Ltd,I0003,SIGNAL COS,SGN.1
001573,000003,09/30/1979,06/23/1999,S&P 500 Comp-Ltd,I0003,AMERICAN STORES CO,ASC.1
011264,000003,12/31/1979,,S&P 500 Comp-Ltd,I0003,WALGREENS BOOTS ALLIANCE INC,WBA
004094,000003,12/31/1979,10/02/2000,S&P 500 Comp-Ltd,I0003,DUN & BRADSTREET CORP,DNB.1
001487,000003,03/31/1980,,S&P 500 Comp-Ltd,I0003,AMERICAN INTERNATIONAL GROUP,AIG
004818,000003,03/31/1980,06/03/2019,S&P 500 Comp-Ltd,I0003,FLUOR CORP,FLR
006878,000003,06/30/1980,03/31/1986,S&P 500 Comp-Ltd,I0003,MGM UA ENTERTAINMENT CO,MGM.1
005492,000003,06/30/1980,11/07/1999,S&P 500 Comp-Ltd,I0003,L3HARRIS TECHNOLOGIES INC,LHX
011040,000003,06/30/1980,04/02/2000,S&P 500 Comp-Ltd,I0003,PHARMACIA & UPJOHN INC,PNU.1
011278,000003,09/30/1980,07/31/1992,S&P 500 Comp-Ltd,I0003,WANG LABS INC,WANG
004598,000003,12/31/1980,,S&P 500 Comp-Ltd,I0003,FEDEX CORP,FDX
008253,000003,12/31/1980,,S&P 500 Comp-Ltd,I0003,PACCAR INC,PCAR
005816,000003,12/31/1980,01/31/1984,S&P 500 Comp-Ltd,I0003,HYSTER CO,HYST
009226,000003,12/31/1980,10/31/1984,S&P 500 Comp-Ltd,I0003,ROLM CORP,RM.1
010571,000003,12/31/1980,01/31/1989,S&P 500 Comp-Ltd,I0003,TIGER INTERNATIONAL,6068B
006856,000003,12/31/1980,07/02/1995,S&P 500 Comp-Ltd,I0003,M/A-COM INC,MAI.1
007980,000003,12/31/1980,07/21/2002,S&P 500 Comp-Ltd,I0003,NORTEL NETWORKS CORP,NRTLQ
001891,000003,03/31/1981,,S&P 500 Comp-Ltd,I0003,AUTOMATIC DATA PROCESSING,ADP
009483,000003,03/31/1981,02/26/2006,S&P 500 Comp-Ltd,I0003,SCIENTIFIC-ATLANTA INC,SFA.1
005256,000003,06/30/1981,,S&P 500 Comp-Ltd,I0003,GRAINGER (W W) INC,GWW
007085,000003,06/30/1981,,S&P 500 Comp-Ltd,I0003,MASCO CORP,MAS
010790,000003,06/30/1981,04/30/1984,S&P 500 Comp-Ltd,I0003,TYMSHARE INC,TYM.1
005074,000003,06/30/1981,09/30/1984,S&P 500 Comp-Ltd,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.
010503,000003,06/30/1981,01/31/1986,S&P 500 Comp-Ltd,I0003,TEXAS OIL & GAS CORP,TXO
003782,000003,06/30/1981,03/31/1991,S&P 500 Comp-Ltd,I0003,CATTLESALE CO,CTLE.
003760,000003,06/30/1981,10/12/1999,S&P 500 Comp-Ltd,I0003,DATA GENERAL CORP,DGN.
003336,000003,06/30/1981,11/30/2015,S&P 500 Comp-Ltd,I0003,DXC TECHNOLOGY CO,DXC
001722,000003,07/29/1981,,S&P 500 Comp-Ltd,I0003,ARCHER-DANIELS-MIDLAND CO,ADM
011306,000003,08/12/1981,07/16/1998,S&P 500 Comp-Ltd,I0003,WASTE MANAGEMENT INC-OLD,WMX
009967,000003,09/30/1981,09/30/1989,S&P 500 Comp-Ltd,I0003,SQUIBB CORP,SQB
005038,000003,09/30/1981,06/27/2001,S&P 500 Comp-Ltd,I0003,HARCOURT GENERAL INC,H.2
009411,000003,09/30/1981,06/28/2012,S&P 500 Comp-Ltd,I0003,HILLSHIRE BRANDS CO,HSH
010097,000003,12/31/1981,10/31/1984,S&P 500 Comp-Ltd,I0003,STORAGE TECHNOLOGY CP,STK.1
006319,000003,12/31/1981,02/28/1987,S&P 500 Comp-Ltd,I0003,KAISER CEMENT CORP,KCC.1
010001,000003,12/31/1981,06/30/1987,S&P 500 Comp-Ltd,I0003,STANDARD OIL CO,SRD
011466,000003,03/31/1982,04/30/1986,S&P 500 Comp-Ltd,I0003,WHITE CONSOLIDATED INDS INC,WSW
011396,000003,03/31/1982,01/31/1988,S&P 500 Comp-Ltd,I0003,WESTERN CO OF NO AMER,WSN.
011691,000003,03/31/1982,12/19/1995,S&P 500 Comp-Ltd,I0003,ZURN INDUSTRIES INC,ZRN
011366,000003,03/31/1982,09/29/2008,S&P 500 Comp-Ltd,I0003,WENDY'S INTERNATIONAL INC,WEN.2
007116,000003,03/31/1982,06/06/2019,S&P 500 Comp-Ltd,I0003,MATTEL INC,MAT
003176,000003,06/30/1982,11/30/1986,S&P 500 Comp-Ltd,I0003,COLLINS & AIKMAN CORP  -OLD,CR.1
008208,000003,06/30/1982,11/30/1986,S&P 500 Comp-Ltd,I0003,OVERNITE TRANSPORTATION,OVT.1
005563,000003,06/30/1982,11/30/1987,S&P 500 Comp-Ltd,I0003,HEILEMAN (G) BREWING  -OLD,GHB
002080,000003,06/30/1982,10/31/1995,S&P 500 Comp-Ltd,I0003,BASSETT FURNITURE INDS,BSET
007254,000003,06/30/1982,08/13/1998,S&P 500 Comp-Ltd,I0003,MERCANTILE STORES CO INC,MST.
006864,000003,06/30/1982,09/15/1998,S&P 500 Comp-Ltd,I0003,MCI COMMUNICATIONS,MCIC.
007267,000003,06/30/1982,01/01/2009,S&P 500 Comp-Ltd,I0003,MERRILL LYNCH & CO INC,BAC2
011259,000003,08/31/1982,,S&P 500 Comp-Ltd,I0003,WALMART INC,WMT
003165,000003,08/31/1982,06/30/1988,S&P 500 Comp-Ltd,I0003,RANGER INDUSTRIES INC,RNGR.1
003610,000003,08/31/1982,09/30/1991,S&P 500 Comp-Ltd,I0003,CROSS & TRECKER CORP,CTCO.1
009778,000003,09/30/1982,,S&P 500 Comp-Ltd,I0003,SNAP-ON INC,SNA
010016,000003,09/30/1982,,S&P 500 Comp-Ltd,I0003,STANLEY BLACK & DECKER INC,SWK
006635,000003,09/30/1982,06/30/1987,S&P 500 Comp-Ltd,I0003,LEASEWAY TRANSPORTATION CORP,LSWY
009217,000003,09/30/1982,04/01/2009,S&P 500 Comp-Ltd,I0003,ROHM AND HAAS CO,ROH
002435,000003,10/31/1982,,S&P 500 Comp-Ltd,I0003,BROWN FORMAN CORP,BF.B
003167,000003,10/31/1982,03/31/1989,S&P 500 Comp-Ltd,I0003,COLEMAN CO INC  -OLD,6057B
005063,000003,10/31/1982,07/31/1990,S&P 500 Comp-Ltd,I0003,GENERAL INSTRUMENT CORP,GIC.3
010093,000003,10/31/1982,11/17/1998,S&P 500 Comp-Ltd,I0003,STONE CONTAINER CORP,STO.3
001690,000003,11/30/1982,,S&P 500 Comp-Ltd,I0003,APPLE INC,AAPL
011049,000003,11/30/1982,06/17/1997,S&P 500 Comp-Ltd,I0003,USLIFE CORP,USH.1
008068,000003,12/31/1982,,S&P 500 Comp-Ltd,I0003,OCCIDENTAL PETROLEUM CORP,OXY
009299,000003,12/31/1982,06/18/2017,S&P 500 Comp-Ltd,I0003,RYDER SYSTEM INC,R
009312,000003,02/28/1983,09/30/1984,S&P 500 Comp-Ltd,I0003,SCA SERVICES INC,SCV.1
009556,000003,02/28/1983,07/12/1995,S&P 500 Comp-Ltd,I0003,SPX CORP-OLD,SPW.2
008468,000003,03/31/1983,12/30/1998,S&P 500 Comp-Ltd,I0003,PENNZENERGY CO,PZE.1
004371,000003,07/31/1983,06/05/2006,S&P 500 Comp-Ltd,I0003,ENGELHARD CORP,EC.2
003362,000003,08/31/1983,,S&P 500 Comp-Ltd,I0003,CONAGRA BRANDS INC,CAG
004652,000003,08/31/1983,03/31/1988,S&P 500 Comp-Ltd,I0003,FINANCIAL CORP OF AMERICA,5930B
006733,000003,09/30/1983,,S&P 500 Comp-Ltd,I0003,L BRANDS INC,LB
010639,000003,09/30/1983,07/21/2005,S&P 500 Comp-Ltd,I0003,TOYS R US INC,1231B
005744,000003,10/31/1983,06/30/1985,S&P 500 Comp-Ltd,I0003,HOUSTON PIPE LINE CO,ENRNQ1
002136,000003,11/30/1983,,S&P 500 Comp-Ltd,I0003,VERIZON COMMUNICATIONS INC,VZ
009899,000003,11/30/1983,,S&P 500 Comp-Ltd,I0003,AT&T INC,T
008286,000003,11/30/1983,04/02/1997,S&P 500 Comp-Ltd,I0003,PACIFIC TELESIS GROUP,PAC.2
008044,000003,11/30/1983,08/17/1997,S&P 500 Comp-Ltd,I0003,NYNEX CORP,NYN
001485,000003,11/30/1983,10/11/1999,S&P 500 Comp-Ltd,I0003,AMERITECH CORP,AIT.1
002146,000003,11/30/1983,01/03/2007,S&P 500 Comp-Ltd,I0003,BELLSOUTH CORP,BLS
061489,000003,11/30/1983,03/31/2011,S&P 500 Comp-Ltd,I0003,QWEST COMMUNICATION INTL INC,Q.2
002559,000003,12/31/1983,06/30/1989,S&P 500 Comp-Ltd,I0003,CNW CORP,9257B
006829,000003,02/29/1984,,S&P 500 Comp-Ltd,I0003,LOWE'S COS INC,LOW
006868,000003,02/29/1984,05/31/1986,S&P 500 Comp-Ltd,I0003,MEI CORP,MEI.2
009872,000003,02/29/1984,11/30/1987,S&P 500 Comp-Ltd,I0003,7-ELEVEN INC,SE.3
003352,000003,02/29/1984,01/31/1988,S&P 500 Comp-Ltd,I0003,COMPUTERVISION CORP  -OLD,CVN.4
010329,000003,02/29/1984,08/31/1997,S&P 500 Comp-Ltd,I0003,TANDEM COMPUTERS INC,TDM.
008823,000003,04/30/1984,,S&P 500 Comp-Ltd,I0003,PULTEGROUP INC,PHM
009297,000003,04/30/1984,11/30/1986,S&P 500 Comp-Ltd,I0003,RYAN HOMES INC,RYN.1
001380,000003,05/31/1984,,S&P 500 Comp-Ltd,I0003,HESS CORP,HES
003645,000003,05/31/1984,08/31/1989,S&P 500 Comp-Ltd,I0003,CULLINET SOFTWARE INC,CUL.2
013499,000003,06/30/1984,11/30/1985,S&P 500 Comp-Ltd,I0003,STORER COMMUNICATIONS INC,4660C
001161,000003,06/30/1984,09/22/2013,S&P 500 Comp-Ltd,I0003,ADVANCED MICRO DEVICES,AMD
006774,000003,07/31/1984,,S&P 500 Comp-Ltd,I0003,LOCKHEED MARTIN CORP,LMT
006531,000003,07/31/1984,06/30/1986,S&P 500 Comp-Ltd,I0003,LTV CORP,LTVCQ
004040,000003,07/31/1984,12/11/2012,S&P 500 Comp-Ltd,I0003,DONNELLEY (R R) & SONS CO,RRD
008022,000003,08/31/1984,10/31/1989,S&P 500 Comp-Ltd,I0003,NOXELL  -CL B,NOXLB
003705,000003,08/31/1984,08/27/1998,S&P 500 Comp-Ltd,I0003,DSC COMMUNICATIONS CORP,DIGI.1
005518,000003,09/30/1984,,S&P 500 Comp-Ltd,I0003,HASBRO INC,HAS
001988,000003,10/31/1984,,S&P 500 Comp-Ltd,I0003,BALL CORP,BLL
010488,000003,10/31/1984,03/31/1987,S&P 500 Comp-Ltd,I0003,TEXAS COMMERCE BANCSHARES,TCB.3
003930,000003,10/31/1984,03/30/1995,S&P 500 Comp-Ltd,I0003,MAXUS ENERGY CORP,MXS
002051,000003,10/31/1984,01/11/1998,S&P 500 Comp-Ltd,I0003,BARNETT BANKS INC,BBI.2
009635,000003,10/31/1984,06/07/2000,S&P 500 Comp-Ltd,I0003,SHARED MEDICAL SYSTEMS CORP,SMS.2
006403,000003,10/31/1984,08/10/2006,S&P 500 Comp-Ltd,I0003,KERR-MCGEE CORP,KMG.1
006768,000003,10/31/1984,12/01/2008,S&P 500 Comp-Ltd,I0003,KATE SPADE & CO,KATE
006036,000003,11/30/1984,07/27/1997,S&P 500 Comp-Ltd,I0003,INTERGRAPH CORP,INGR.
009293,000003,11/30/1984,12/11/2000,S&P 500 Comp-Ltd,I0003,RUSSELL CORP,RML.1
001240,000003,11/30/1984,06/01/2006,S&P 500 Comp-Ltd,I0003,ALBERTSON'S INC,ABS.1
001651,000003,11/30/1984,10/01/2006,S&P 500 Comp-Ltd,I0003,ANDREW CORP,ANDW
007866,000003,11/30/1984,12/19/2010,S&P 500 Comp-Ltd,I0003,NEW YORK TIMES CO  -CL A,NYT
025658,000003,12/31/1984,07/31/1989,S&P 500 Comp-Ltd,I0003,COMPUTERVISION CORP,CVN.2
009673,000003,01/31/1985,01/01/1997,S&P 500 Comp-Ltd,I0003,SHONEY'S INC,3SHOY
010190,000003,01/31/1985,04/30/2012,S&P 500 Comp-Ltd,I0003,SUPERVALU INC,SVU
009258,000003,01/31/1985,08/18/2014,S&P 500 Comp-Ltd,I0003,ROWAN COMPANIES PLC,RDC
005314,000003,02/28/1985,02/28/1990,S&P 500 Comp-Ltd,I0003,GREAT NORTHERN NEKOOSA CORP,GNN
001209,000003,04/30/1985,,S&P 500 Comp-Ltd,I0003,AIR PRODUCTS & CHEMICALS INC,APD
008030,000003,04/30/1985,,S&P 500 Comp-Ltd,I0003,NUCOR CORP,NUE
004145,000003,05/31/1985,,S&P 500 Comp-Ltd,I0003,PERKINELMER INC,PKI
003586,000003,05/31/1985,03/27/1996,S&P 500 Comp-Ltd,I0003,CRAY RESEARCH,CYR.1
006831,000003,05/31/1985,01/01/1997,S&P 500 Comp-Ltd,I0003,LUBYS INC,LUB
003130,000003,05/31/1985,01/29/2001,S&P 500 Comp-Ltd,I0003,EL PASO CGP CO,EP2
007985,000003,06/30/1985,,S&P 500 Comp-Ltd,I0003,NORTHROP GRUMMAN CORP,NOC
005742,000003,07/31/1985,,S&P 500 Comp-Ltd,I0003,CENTERPOINT ENERGY INC,CNP
006734,000003,07/31/1985,02/28/1990,S&P 500 Comp-Ltd,I0003,LIN BROADCASTING,LINB
010393,000003,07/31/1985,03/09/1999,S&P 500 Comp-Ltd,I0003,TELE-COMM TCI GROUP  -SER A,TCOMA
011672,000003,09/30/1985,,S&P 500 Comp-Ltd,I0003,TJX COS INC (THE),TJX
004850,000003,09/30/1985,07/31/1988,S&P 500 Comp-Ltd,I0003,FORT HOWARD CORP,FORT.1
008746,000003,09/30/1985,09/30/1993,S&P 500 Comp-Ltd,I0003,PRICE CO,PCLB.1
010243,000003,09/30/1985,05/31/1994,S&P 500 Comp-Ltd,I0003,SYNTEX CORP,SYN.1
006807,000003,09/30/1985,04/22/1996,S&P 500 Comp-Ltd,I0003,LORAL CORP,LOR.2
004058,000003,10/31/1985,,S&P 500 Comp-Ltd,I0003,DOVER CORP,DOV
003200,000003,10/31/1985,05/31/1988,S&P 500 Comp-Ltd,I0003,COLTEC INDUSTRIES,COT.2
001990,000003,10/31/1985,12/18/1996,S&P 500 Comp-Ltd,I0003,BALLY ENTERTAINMENT CORP,BLY
008358,000003,11/30/1985,,S&P 500 Comp-Ltd,I0003,PARKER-HANNIFIN CORP,PH
009224,000003,11/30/1985,04/02/1995,S&P 500 Comp-Ltd,I0003,SAFETY-KLEEN CORP,SKLNQ
004159,000003,11/30/1985,04/30/1995,S&P 500 Comp-Ltd,I0003,E-SYSTEMS INC,ESY.1
006802,000003,11/30/1985,07/01/2001,S&P 500 Comp-Ltd,I0003,LONGS DRUG STORES CORP,LDG
009395,000003,12/31/1985,07/31/1986,S&P 500 Comp-Ltd,I0003,SANDERS ASSOCIATES INC,SAA.1.
010640,000003,12/31/1985,11/30/1987,S&P 500 Comp-Ltd,I0003,TRACOR INC,TTRR
010885,000003,01/31/1986,04/30/1989,S&P 500 Comp-Ltd,I0003,UNITED CABLE TELEVISION,UCT
008193,000003,01/31/1986,05/29/1995,S&P 500 Comp-Ltd,I0003,OSHKOSH B'GOSH INC  -CL A,GOSHA
010726,000003,01/31/1986,12/20/2007,S&P 500 Comp-Ltd,I0003,TRIBUNE MEDIA CO,TRCO
005878,000003,02/28/1986,,S&P 500 Comp-Ltd,I0003,ILLINOIS TOOL WORKS,ITW
010412,000003,04/30/1986,12/31/1988,S&P 500 Comp-Ltd,I0003,LORIMAR TELEPICTURES,6049B
003863,000003,04/30/1986,12/19/2004,S&P 500 Comp-Ltd,I0003,DELUXE CORP,DLX
006268,000003,05/31/1986,,S&P 500 Comp-Ltd,I0003,JOHNSON CONTROLS INTL PLC,JCI
010558,000003,05/31/1986,07/31/1986,S&P 500 Comp-Ltd,I0003,THRIFTY CORPORATION,TFD.
009280,000003,05/31/1986,03/24/1999,S&P 500 Comp-Ltd,I0003,RUBBERMAID INC,RBD
006226,000003,05/31/1986,11/23/2000,S&P 500 Comp-Ltd,I0003,FORT JAMES CORP,FJ
002085,000003,05/31/1986,10/28/2007,S&P 500 Comp-Ltd,I0003,BAUSCH & LOMB HLDGS  -REDH,6583B
002193,000003,06/30/1986,12/03/1997,S&P 500 Comp-Ltd,I0003,BEVERLY ENTERPRISES INC,BEV
006998,000003,06/30/1986,09/27/1998,S&P 500 Comp-Ltd,I0003,MANOR CARE INC-OLD,MNR.1
005020,000003,07/31/1986,05/31/1990,S&P 500 Comp-Ltd,I0003,GENENTECH INC,DNA
008750,000003,07/31/1986,08/31/1990,S&P 500 Comp-Ltd,I0003,PRIME HOSPITALITY CORP,PDQ.2
004990,000003,08/31/1986,,S&P 500 Comp-Ltd,I0003,GAP INC,GPS
007922,000003,08/31/1986,,S&P 500 Comp-Ltd,I0003,NORDSTROM INC,JWN
006815,000003,09/30/1986,07/04/1995,S&P 500 Comp-Ltd,I0003,LOTUS DEVELOPMENT CORP,LOTS.
007228,000003,10/31/1986,,S&P 500 Comp-Ltd,I0003,MEDTRONIC PLC,MDT
010199,000003,10/31/1986,09/30/1987,S&P 500 Comp-Ltd,I0003,SUPERMARKETS GEN HLDG  -CL A,5654C
001392,000003,10/31/1986,09/14/1997,S&P 500 Comp-Ltd,I0003,AMDAHL CORP,AMH.1
003964,000003,10/31/1986,10/21/2008,S&P 500 Comp-Ltd,I0003,DILLARDS INC  -CL A,DDS
002269,000003,11/30/1986,,S&P 500 Comp-Ltd,I0003,BLOCK H & R INC,HRB
010247,000003,12/31/1986,,S&P 500 Comp-Ltd,I0003,SYSCO CORP,SYY
009611,000003,12/31/1986,03/15/2000,S&P 500 Comp-Ltd,I0003,SERVICE CORP INTERNATIONAL,SCI
007773,000003,12/31/1986,12/02/2001,S&P 500 Comp-Ltd,I0003,NATIONAL SERVICE INDS INC,NSI.1
010946,000003,12/31/1986,05/14/2002,S&P 500 Comp-Ltd,I0003,US AIRWAYS GROUP INC-OLD,3UAIRQ
010426,000003,12/31/1986,12/30/2007,S&P 500 Comp-Ltd,I0003,TEMPLE-INLAND INC,TIN
009004,000003,01/31/1987,01/31/2006,S&P 500 Comp-Ltd,I0003,REEBOK INTERNATIONAL LTD,RBK
004462,000003,02/28/1987,02/28/1994,S&P 500 Comp-Ltd,I0003,NEWMARKET CORP,NEU
002938,000003,02/28/1987,04/07/1998,S&P 500 Comp-Ltd,I0003,CHARMING SHOPPES INC,CHRS.1
002418,000003,03/31/1987,02/29/1988,S&P 500 Comp-Ltd,I0003,BROCKWAY INC,BRK.1
007574,000003,03/31/1987,06/30/1989,S&P 500 Comp-Ltd,I0003,CORDANT TECHNOLOGIES INC,CDD.2
009067,000003,04/30/1987,03/31/1988,S&P 500 Comp-Ltd,I0003,FIRST REPUBLICBANK CORP,6131B
007650,000003,04/30/1987,10/01/1998,S&P 500 Comp-Ltd,I0003,FIRST CHICAGO NBD CORP,FCN.1
011359,000003,04/30/1987,11/02/1998,S&P 500 Comp-Ltd,I0003,WELLS FARGO & CO -OLD,WFC.Z
010974,000003,04/30/1987,01/05/2009,S&P 500 Comp-Ltd,I0003,UST INC,UST.1
006251,000003,05/31/1987,08/31/1989,S&P 500 Comp-Ltd,I0003,JERRICO INC,JERR
003276,000003,06/30/1987,10/15/1996,S&P 500 Comp-Ltd,I0003,TRANSITIONAL HOSPITALS CP,THY.1
006495,000003,07/31/1987,05/31/1988,S&P 500 Comp-Ltd,I0003,KOPPERS CO,KOP.1
003426,000003,07/31/1987,05/26/1997,S&P 500 Comp-Ltd,I0003,CONRAIL INC,CRR.3
003310,000003,07/31/1987,11/05/2018,S&P 500 Comp-Ltd,I0003,CA INC,CA
007065,000003,08/31/1987,,S&P 500 Comp-Ltd,I0003,MARSH & MCLENNAN COS,MMC
005151,000003,08/31/1987,07/15/1998,S&P 500 Comp-Ltd,I0003,GIANT FOOD INC  -CL A,GFS.A
007554,000003,08/31/1987,05/27/1999,S&P 500 Comp-Ltd,I0003,MOORE WALLACE INC,MWI
008626,000003,08/31/1987,07/21/2002,S&P 500 Comp-Ltd,I0003,PLACER DOME INC,PDG
005842,000003,09/30/1987,04/30/1988,S&P 500 Comp-Ltd,I0003,I M S INTERNATIONAL INC,IMSI.
003226,000003,10/31/1987,11/30/1993,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
009357,000003,10/31/1987,03/31/1998,S&P 500 Comp-Ltd,I0003,SAFETY-KLEEN CORP-OLD,SK.1
